Session ID,User ID,Traffic Source,Campaign,Device,Session Start,Lead Form Submitted,Trial Started,Subscription Purchased
SESS-100927,USR-205285,Direct,None,Tablet,2026-05-25 15:53:19,2026-05-25 16:03:19,,
SESS-100928,USR-202433,Email,Newsletter Vol 12,Tablet,2026-05-26 18:47:42,,,
SESS-100929,USR-206197,Referral,None,Desktop,2026-06-07 00:00:18,2026-06-07 00:16:18,,
SESS-100930,USR-201196,Paid Search,,Tablet,10/01/2026 14:04:19,,,
SESS-100931,USR-206466,Direct,None,Desktop,2026-03-16 07:33:26,,,
SESS-100932,USR-205953,Paid Search,Retargeting Ads,Tablet,06/03/2026 01:18:03,06/03/2026 01:24:03,06/03/2026 20:24:03,
SESS-100933,USR-205903,Paid Social,Retargeting Ads,Mobile,2026-03-23 08:39:09,,,
SESS-100934,USR-200068,Paid Search,Spring Promo,Desktop,26/02/2026 10:37:52,,,
SESS-100935,USR-204435,PAID SOCIAL,Retargeting Ads,Mobile,2026-04-03 09:09:47,,,
SESS-100936,USR-204887,Email,Newsletter Vol 12,Mobile,2026-06-11 00:22:02,,,
SESS-100937,USR-200621,Referral,None,Desktop,2026-04-27 06:47:50,,,
SESS-100938,USR-203971,Paid_Social,Winter Sale,Tablet,2026-04-24 14:19:56,,,
SESS-100939,USR-205193,Referral,None,Tablet,2026-05-29 14:06:20,2026-05-29 14:25:20,2026-06-01 05:25:20,2026-06-08 10:25:20
SESS-100940,USR-200794,Direct,None,tablet,2026-03-07 19:25:22,,,
SESS-100941,USR-207797,Referral,None,Mobile,2026-04-09 16:36:32,,,
SESS-100942,USR-200641,Email,Newsletter Vol 12,Tablet,2026-03-22 10:25:17,,,
SESS-100943,USR-204147,Paid Social,Brand Awareness,Tablet,2026-05-08 07:28:54,,,
SESS-100944,USR-203300,Direct,None,Desktop,2026-05-02 21:23:38,,,
SESS-100945,USR-205612,Direct,None,Tablet,2026-03-22 04:19:58,,,
SESS-100946,USR-206272,Referral,None,Mobile,2026-06-16 03:16:26,,,
SESS-100947,USR-203681,Referral,None,Tablet,2026-04-02 21:59:54,,,
SESS-100948,USR-202925,Paid_Social,Retargeting Ads,Desktop,2026-05-11 04:47:42,,,
SESS-100949,USR-201864,Referral,None,Tablet,2026-06-16 23:53:04,,,
SESS-100950,USR-204708,Paid Search,Brand Awareness,Tablet,2026-03-19 00:00:57,2026-03-19 00:21:57,2026-03-20 13:21:57,
SESS-100951,USR-201128,ORGANIC SEARCH,None,DESKTOP,2026-06-18 04:09:17,2026-06-18 04:21:17,,
SESS-100952,USR-207229,Paid Search,Product Launch,Desktop,2026-02-16 21:53:39,2026-02-16 22:25:39,2026-02-17 04:25:39,
SESS-100953,USR-205686,Email,Newsletter Vol 12,Tablet,2026-04-25 05:26:45,2026-04-25 05:58:45,2026-04-26 12:58:45,
SESS-100954,USR-202090,Email,Newsletter Vol 12,Mobile,2026-01-15 02:41:54,,,
SESS-100955,USR-207422,Direct,None,mobile,2026-02-16 21:31:45,,,
SESS-100956,USR-205957,Paid Social,Product Launch,Desktop,2026-05-08 13:36:42,2026-05-08 14:07:42,,
SESS-100957,USR-200022,Referral,None,Mobile,2026-01-11 21:23:50,,,
SESS-100958,USR-200703,Referral,None,desktop,2026-05-14 01:55:56,,,
SESS-100959,USR-204588,paid social,Retargeting Ads,Desktop,2026-04-17 18:05:47,,,
SESS-100960,USR-201518,Direct,None,tablet,2026-03-20 18:48:39,,,
SESS-100961,USR-207941,Paid Search,Brand Awareness,Mobile,2026-03-01 04:44:13,,,
SESS-100962,USR-207163,referral,None,Desktop,2026-05-04 01:57:14,,,
SESS-100963,USR-200169,Paid Search,Product Launch,Tablet,25/03/2026 08:44:48,,,
SESS-100964,USR-201036,Paid Search,Retargeting Ads,Desktop,2026-05-13 01:19:45,2026-05-13 01:55:45,,
SESS-100965,USR-207859,direct,None,Desktop,2026-02-17 20:20:34,,,
SESS-100966,USR-201037,Direct,None,Tablet,2026-05-29 21:48:51,,,
SESS-100967,USR-207893,REFERRAL,None,Desktop,2026-05-29 11:13:52,,,
SESS-100968,USR-202812,Referral,None,Desktop,2026-03-30 06:31:43,,,
SESS-100969,USR-205858,Referral,None,Desktop,2026-03-17 05:41:45,,,
SESS-100970,USR-201646,REFERRAL,None,Mobile,2026-02-07 01:39:10,,,
SESS-100971,USR-203641,Email,Newsletter Vol 12,Tablet,2026-03-13 09:35:54,,,
SESS-100972,USR-206044,Organic Search,None,Desktop,2026-03-16 10:21:25,,,
SESS-100973,USR-201241,Email,Newsletter Vol 12,Mobile,2026-06-23 00:40:45,,,
SESS-100974,USR-206895,Paid Search,Brand Awareness,Tablet,2026-06-24 21:14:47,,,
SESS-100975,USR-200234,Email,Newsletter Vol 12,Mobile,2026-01-04 23:17:26,2026-01-04 23:38:26,2026-01-05 00:38:26,
SESS-100976,USR-207790,REFERRAL,None,Mobile,2026-05-18 12:03:39,,,
SESS-100977,USR-202694,paid search,Spring Promo,Tablet,11/01/2026 05:07:38,,,
SESS-100978,USR-206180,Referral,None,Mobile,2026-03-22 15:15:25,,,
SESS-100979,USR-202650,Organic Search,None,Mobile,2026-05-28 09:06:59,,,
SESS-100980,USR-201482,Direct,None,Desktop,2026-06-09 22:08:04,2026-06-09 22:53:04,2026-06-10 02:53:04,2026-06-24 06:53:04
SESS-100981,USR-201953,Email,Newsletter Vol 12,Mobile,07/06/2026 04:32:53,,,
SESS-100982,USR-204115,paid social,Spring Promo,Desktop,2026-02-26 07:17:45,,,
SESS-100983,USR-206004,Paid Search,Spring Promo,Desktop,2026-06-18 09:21:50,2026-06-18 09:44:50,2026-06-21 01:44:50,
SESS-100984,USR-202788,Paid Search,Brand Awareness,Mobile,2026-04-06 21:07:20,,,
SESS-100985,USR-201825,Email,Newsletter Vol 12,Tablet,2026-01-04 13:23:57,,,
SESS-100986,USR-206254,Referral,None,Mobile,2026-04-15 04:15:43,2026-04-15 04:32:43,,
SESS-100987,USR-206867,Email,Newsletter Vol 12,tablet,2026-04-10 10:20:08,,,
SESS-100988,USR-202896,Paid Search,Brand Awareness,desktop,29/04/2026 14:11:48,29/04/2026 14:25:48,,
SESS-100989,USR-200534,Organic_Search,None,Desktop,2026-01-31 03:42:54,,,
SESS-100990,USR-206321,EMAIL,Newsletter Vol 12,Desktop,2026-04-22 04:08:43,2026-04-22 04:10:43,2026-04-24 18:10:43,2026-05-01 17:10:43
SESS-100991,USR-202571,Email,Newsletter Vol 12,Tablet,16/03/2026 21:31:32,,,
SESS-100992,USR-203282,Email,Newsletter Vol 12,Desktop,2026-03-08 16:53:55,,,
SESS-100993,USR-206502,Organic Search,None,Desktop,2026-03-10 13:54:59,2026-03-10 14:16:59,,
SESS-100994,USR-200619,Paid Search,Product Launch,Desktop,25/05/2026 05:48:18,,,
SESS-100995,USR-203136,Paid Search,Retargeting Ads,Mobile,2026-04-26 01:54:03,,,
SESS-100996,USR-203684,Referral,None,Tablet,2026-02-21 14:25:52,,,
SESS-100997,USR-207906,Direct,None,Desktop,2026-03-30 05:03:14,,,
SESS-100998,USR-200378,Email,Newsletter Vol 12,Desktop,2026-02-10 02:25:57,,,
SESS-100999,USR-204313,Paid Social,Winter Sale,Desktop,2026-06-28 06:40:43,2026-06-28 07:25:43,,
SESS-101000,USR-203106,Paid Search,Product Launch,Desktop,2026-04-01 12:03:28,,,
SESS-101001,USR-200598,Organic Search,None,Mobile,2026-03-16 04:30:26,,,
SESS-101002,USR-205926,Paid Search,Brand Awareness,Mobile,2026-06-05 02:27:18,,,
SESS-101003,USR-204553,Email,Newsletter Vol 12,Tablet,2026-01-12 10:23:18,,,
SESS-101004,USR-202372,Organic Search,None,Tablet,2026-05-20 14:12:04,,,
SESS-101005,USR-207254,Paid Search,Brand Awareness,Mobile,2026-01-16 06:36:55,,,
SESS-101006,USR-206385,referral,None,Mobile,2026-06-12 15:53:03,,,
SESS-101007,USR-207836,Referral,None,Desktop,2026-05-04 06:36:38,,,
SESS-101008,USR-205901,Paid Search,Winter Sale,Desktop,2026-03-21 16:44:03,2026-03-21 17:14:03,2026-03-23 07:14:03,
SESS-101009,USR-203776,Referral,None,Desktop,2026-05-05 15:49:33,,,
SESS-101010,USR-207671,Organic Search,None,Mobile,2026-04-07 00:17:17,,,
SESS-101011,USR-200357,Direct,None,Tablet,2026-01-31 23:35:42,2026-02-01 00:03:42,,
SESS-101012,USR-201899,Paid Search,Brand Awareness,Mobile,2026-01-07 19:05:11,2026-01-07 19:44:11,,
SESS-101013,USR-200942,Paid Social,Retargeting Ads,Mobile,2026-03-29 20:31:04,,,
SESS-101014,USR-204072,Paid Social,Brand Awareness,Desktop,2026-03-25 13:46:42,,,
SESS-101015,USR-203065,Referral,None,Desktop,2026-05-05 19:37:34,,,
SESS-101016,USR-202255,Referral,None,Mobile,2026-03-17 23:08:59,2026-03-17 23:38:59,,
SESS-101017,USR-200033,Referral,None,Desktop,2026-02-16 18:56:44,,,
SESS-101018,USR-204511,Organic Search,None,Mobile,2026-02-07 08:13:22,,,
SESS-101019,USR-203543,Paid Social,Retargeting Ads,Desktop,2026-06-22 13:38:13,2026-06-22 14:13:13,2026-06-26 06:13:13,
SESS-101020,USR-200895,Direct,None,Desktop,2026-05-07 07:31:54,2026-05-07 08:03:54,,
SESS-101021,USR-206705,paid social,Product Launch,Desktop,2026-02-09 14:31:34,2026-02-09 14:33:34,2026-02-09 15:33:34,
SESS-101022,USR-206595,Referral,None,Tablet,2026-04-14 18:52:26,,,
SESS-101023,USR-200324,Organic Search,None,Desktop,2026-04-10 17:04:27,2026-04-10 17:40:27,2026-04-11 03:40:27,
SESS-101024,USR-206156,Paid Search,Product Launch,Mobile,2026-05-31 03:32:00,,,
SESS-101025,USR-204458,Paid Social,Retargeting Ads,Desktop,07/02/2026 00:46:12,,,
SESS-101026,USR-203473,Referral,None,Desktop,2026-04-23 04:20:38,,,
SESS-101027,USR-204363,Direct,None,desktop,2026-05-21 17:27:24,,,
SESS-101028,USR-201173,Referral,None,Mobile,2026-02-19 01:02:43,,,
SESS-101029,USR-204742,Organic Search,None,Tablet,19/04/2026 12:52:54,19/04/2026 12:54:54,22/04/2026 08:54:54,29/04/2026 02:54:54
SESS-101030,USR-204550,paid search,Product Launch,Desktop,01/04/2026 12:08:29,,,
SESS-101031,USR-204252,Organic Search,None,Mobile,2026-03-21 08:37:28,,,
SESS-101032,USR-205815,Email,Newsletter Vol 12,Mobile,2026-04-22 19:14:30,,,
SESS-101033,USR-203384,Referral,None,Mobile,2026-01-10 14:56:59,,,
SESS-101034,USR-200680,Referral,None,Tablet,2026-02-19 21:28:28,,,
SESS-101035,USR-203454,Paid Search,Retargeting Ads,Desktop,2026-03-17 23:42:49,,,
SESS-101036,USR-205223,Paid Social,Spring Promo,Tablet,2026-01-16 23:16:02,,,
SESS-101037,USR-207096,Direct,None,Tablet,2026-03-30 19:36:09,,,
SESS-101038,USR-206199,PAID SOCIAL,Spring Promo,Desktop,2026-03-03 13:34:56,,,
SESS-101039,USR-200324,Paid Search,Spring Promo,Desktop,2026-05-14 21:01:16,2026-05-14 21:43:16,,
SESS-101040,USR-205611,Direct,None,Tablet,2026-06-19 12:00:59,,,
SESS-101041,USR-203752,Referral,None,Desktop,2026-03-29 09:02:10,,,
SESS-101042,USR-204143,Referral,None,Desktop,2026-02-11 18:43:10,,,
SESS-101043,USR-207651,Paid Social,Product Launch,DESKTOP,2026-06-12 10:15:56,2026-06-12 10:40:56,2026-06-13 02:40:56,
SESS-101044,USR-207914,Referral,None,Tablet,2026-06-27 04:42:36,,,
SESS-101045,USR-200829,Paid Search,Winter Sale,Tablet,13/05/2026 20:55:55,,,
SESS-101046,USR-205008,Direct,None,Mobile,2026-02-20 20:47:58,,,
SESS-101047,USR-206194,Paid Social,Spring Promo,Desktop,2026-01-24 22:28:42,2026-01-24 22:49:42,,
SESS-101048,USR-202157,Paid Search,Winter Sale,Desktop,2026-06-10 13:14:57,,,
SESS-101049,USR-207239,Email,Newsletter Vol 12,Desktop,2026-06-14 07:36:10,,,
SESS-101050,USR-207385,Organic Search,None,Desktop,2026-06-15 14:53:03,2026-06-15 15:19:03,2026-06-16 07:19:03,
SESS-101051,USR-206169,Organic Search,None,Tablet,2026-03-09 17:26:31,,,
SESS-101052,USR-202471,Referral,None,Tablet,2026-04-28 12:17:20,,,
SESS-101053,USR-206871,Referral,None,Mobile,16/05/2026 12:34:16,,,
SESS-101054,USR-203271,Referral,None,Tablet,2026-04-08 20:46:15,2026-04-08 20:49:15,2026-04-11 01:49:15,
SESS-101055,USR-206586,Organic Search,None,Desktop,2026-06-08 02:52:20,,,
SESS-101056,USR-205894,Paid Search,Winter Sale,Mobile,2026-05-12 06:13:02,2026-05-12 06:28:02,2026-05-15 10:28:02,2026-05-29 12:28:02
SESS-101057,USR-204046,Direct,None,Mobile,2026-04-30 21:19:13,,,
SESS-101058,USR-203266,ORGANIC SEARCH,None,Desktop,2026-05-25 09:38:07,,,
SESS-101059,USR-206692,Referral,None,Tablet,2026-03-07 18:36:47,,,
SESS-101060,USR-206309,Paid Social,Product Launch,desktop,2026-06-21 13:53:48,2026-06-21 14:00:48,2026-06-25 03:00:48,
SESS-101061,USR-201689,Email,Newsletter Vol 12,TABLET,2026-01-28 20:20:59,,,
SESS-101062,USR-201115,Email,Newsletter Vol 12,Mobile,2026-06-04 23:10:24,,,
SESS-101063,USR-204238,Paid Search,Spring Promo,Desktop,2026-04-06 05:28:10,,,
SESS-101064,USR-204590,Paid Social,Product Launch,Desktop,2026-03-26 08:16:28,,,
SESS-101065,USR-200105,Direct,None,MOBILE,2026-04-28 09:56:38,2026-04-28 10:12:38,2026-04-30 02:12:38,2026-05-07 05:12:38
SESS-101066,USR-207817,Email,Newsletter Vol 12,Tablet,2026-04-10 22:23:51,2026-04-10 23:06:51,,
SESS-101067,USR-206448,Paid Social,Winter Sale,Desktop,2026-05-01 14:00:29,,,
SESS-101068,USR-200719,Organic Search,None,Tablet,2026-05-24 20:26:42,,,
SESS-101069,USR-205754,Paid Search,Brand Awareness,Desktop,2026-02-03 07:12:06,2026-02-03 07:33:06,,
SESS-101070,USR-203878,Paid Social,Brand Awareness,Mobile,2026-01-24 03:25:41,2026-01-24 03:50:41,,
SESS-101071,USR-200507,organic search,None,Desktop,2026-02-24 05:06:27,2026-02-24 05:46:27,,
SESS-101072,USR-205832,Referral,None,Tablet,2026-02-08 03:42:38,,,
SESS-101073,USR-200265,Paid Social,Retargeting Ads,Tablet,2026-06-16 09:37:22,,,
SESS-101074,USR-206650,Referral,None,Desktop,07/06/2026 09:54:59,,,
SESS-101075,USR-203411,Email,Newsletter Vol 12,Mobile,2026-02-11 10:22:31,,,
SESS-101076,USR-200856,Paid Search,Winter Sale,Mobile,2026-04-16 19:53:09,2026-04-16 19:55:09,,
SESS-101077,USR-201881,Organic Search,None,Mobile,2026-01-14 10:43:00,,,
SESS-101078,USR-206526,Paid Social,Retargeting Ads,Mobile,2026-05-24 11:47:40,,,
SESS-101079,USR-204263,Paid Search,Spring Promo,Tablet,21/06/2026 18:37:32,21/06/2026 19:14:32,,
SESS-101080,USR-206279,Email,,Tablet,2026-03-23 07:52:18,2026-03-23 07:58:18,,
SESS-101081,USR-206943,Organic Search,None,Desktop,2026-06-06 13:07:20,,,
SESS-101082,USR-204470,Paid Search,Brand Awareness,Mobile,2026-04-17 18:21:30,,,
SESS-101083,USR-203938,Paid Search,Brand Awareness,Mobile,2026-01-08 20:32:47,,,
SESS-101084,USR-207708,Paid Search,Brand Awareness,Desktop,2026-04-21 22:57:50,,,
SESS-101085,USR-201867,Organic Search,None,Tablet,06/05/2026 21:02:22,,,
SESS-101086,USR-203018,Email,Newsletter Vol 12,Mobile,2026-04-03 18:07:01,,,
SESS-101087,USR-204110,Referral,None,Mobile,2026-05-05 06:59:21,,,
SESS-101088,USR-201358,Direct,None,Tablet,2026-01-21 05:03:05,,,
SESS-101089,USR-200103,Organic Search,None,tablet,2026-04-08 07:31:26,,,
SESS-101090,USR-206170,Referral,None,Tablet,2026-02-25 20:47:03,,,
SESS-101091,USR-207416,Paid Social,Product Launch,Tablet,2026-06-21 18:19:17,,,
SESS-101092,USR-204623,Organic Search,None,Desktop,2026-01-12 06:58:12,,,
SESS-101093,USR-204771,Referral,None,Desktop,2026-06-25 18:28:43,,,
SESS-101094,USR-203170,Referral,None,Tablet,2026-04-28 12:48:51,,,
SESS-101095,USR-200906,REFERRAL,None,Mobile,2026-05-15 09:19:15,,,
SESS-101096,USR-206638,Referral,None,Desktop,2026-02-20 22:53:54,2026-02-20 23:15:54,2026-02-23 09:15:54,
SESS-101097,USR-201770,Paid Social,Brand Awareness,Mobile,2026-05-23 09:08:03,,,
SESS-101098,USR-205868,Organic Search,None,Desktop,2026-03-31 10:58:25,,,
SESS-101099,USR-202134,Referral,None,TABLET,2026-06-02 23:57:06,2026-06-03 00:04:06,2026-06-05 15:04:06,2026-06-19 09:04:06
SESS-101100,USR-200189,Email,Newsletter Vol 12,Desktop,2026-06-17 17:30:49,,,
SESS-101101,USR-203510,Paid Social,Product Launch,Tablet,18/02/2026 18:41:43,18/02/2026 18:46:43,,
SESS-101102,USR-203845,Direct,None,desktop,2026-02-14 12:44:06,,,
SESS-101103,USR-205765,DIRECT,None,Tablet,2026-02-15 02:03:22,,,
SESS-101104,USR-207419,REFERRAL,None,Tablet,2026-05-25 12:16:42,2026-05-25 12:40:42,,
SESS-101105,USR-201787,Referral,None,Mobile,2026-03-09 02:03:17,,,
SESS-101106,USR-204162,Organic Search,None,Desktop,2026-04-20 01:09:40,2026-04-20 01:32:40,2026-04-23 15:32:40,
SESS-101107,USR-205974,Paid Social,Product Launch,Tablet,2026-03-24 06:30:20,,,
SESS-101108,USR-200643,Paid Social,Spring Promo,Desktop,2026-01-21 06:17:33,,,
SESS-101109,USR-207667,REFERRAL,None,Tablet,15/01/2026 15:42:15,,,
SESS-101110,USR-205464,Paid Social,Retargeting Ads,Desktop,2026-03-23 04:29:29,,,
SESS-101111,USR-204108,Referral,None,Desktop,2026-06-25 14:02:01,,,
SESS-101112,USR-204270,Referral,None,Mobile,2026-03-05 18:15:00,,,
SESS-101113,USR-205425,Paid Social,,Tablet,2026-04-13 16:24:43,,,
SESS-101114,USR-203466,Email,Newsletter Vol 12,Tablet,2026-03-04 12:12:42,,,
SESS-101115,USR-204856,Referral,None,Mobile,2026-02-15 17:16:50,2026-02-15 17:18:50,,
SESS-101116,USR-207900,Email,Newsletter Vol 12,Tablet,2026-01-19 11:36:43,,,
SESS-101117,USR-201650,Referral,None,Desktop,2026-02-21 20:27:21,,,
SESS-101118,USR-200599,Paid Search,Brand Awareness,Mobile,2026-04-24 16:20:21,2026-04-24 16:43:21,,
SESS-101119,USR-205851,Email,Newsletter Vol 12,Desktop,2026-05-28 05:59:36,,,
SESS-101120,USR-207052,Email,Newsletter Vol 12,desktop,2026-04-04 06:16:31,,,
SESS-101121,USR-207987,Paid Social,Winter Sale,Tablet,12/02/2026 07:05:00,,,
SESS-101122,USR-200836,Referral,None,Tablet,2026-04-07 02:38:39,2026-04-07 02:50:39,2026-04-09 14:50:39,2026-04-23 02:50:39
SESS-101123,USR-200837,ORGANIC SEARCH,None,Tablet,2026-02-14 01:40:10,,,
SESS-101124,USR-204944,Organic Search,None,Desktop,2026-01-22 04:56:24,2026-01-22 05:28:24,,
SESS-101125,USR-203512,Paid Search,Product Launch,mobile,2026-01-28 05:41:44,2026-01-28 05:43:44,2026-01-31 02:43:44,2026-02-07 03:43:44
SESS-101126,USR-206549,Direct,None,Mobile,09/04/2026 06:14:14,09/04/2026 06:24:14,,
SESS-101127,USR-204254,Direct,None,Mobile,04/02/2026 21:42:19,,,
SESS-101128,USR-205228,Email,Newsletter Vol 12,Mobile,2026-03-09 03:56:01,,,
SESS-101129,USR-202936,Paid Social,Spring Promo,Mobile,2026-04-25 07:37:09,,,
SESS-101130,USR-202569,Email,Newsletter Vol 12,Tablet,2026-01-29 01:38:04,2026-01-29 02:12:04,,
SESS-101131,USR-203001,Direct,None,Desktop,2026-06-08 12:31:31,,,
SESS-101132,USR-201291,Organic Search,None,Desktop,2026-01-20 20:18:22,2026-01-20 20:30:22,,
SESS-101133,USR-203350,Paid Social,Brand Awareness,Desktop,2026-03-05 23:59:01,2026-03-06 00:30:01,,
SESS-101134,USR-201069,Referral,None,Mobile,2026-03-13 03:44:21,,,
SESS-101135,USR-207111,Referral,None,Tablet,2026-02-21 17:52:56,,,
SESS-101136,USR-203975,Paid Search,Brand Awareness,Tablet,2026-02-13 19:24:34,2026-02-13 19:54:34,,
SESS-101137,USR-207181,Paid Social,Brand Awareness,Desktop,2026-05-17 11:56:25,,,
SESS-101138,USR-206526,Direct,None,Tablet,20/05/2026 23:45:57,,,
SESS-101139,USR-202128,Paid Search,Winter Sale,Tablet,2026-06-08 21:25:57,2026-06-08 21:34:57,,
SESS-101140,USR-206762,DIRECT,None,Desktop,2026-05-01 21:18:52,,,
SESS-101141,USR-202944,Paid Search,Winter Sale,Tablet,03/02/2026 18:43:58,,,
SESS-101142,USR-200070,Referral,None,Mobile,2026-03-14 01:23:38,,,
SESS-101143,USR-201090,Paid Search,Product Launch,Desktop,2026-02-03 00:43:35,,,
SESS-101144,USR-206609,REFERRAL,None,Tablet,2026-02-21 07:53:24,2026-02-21 08:18:24,2026-02-21 16:18:24,2026-02-28 23:18:24
SESS-101145,USR-204350,Organic Search,None,Mobile,2026-06-26 02:32:05,,,
SESS-101146,USR-207649,Paid Social,Brand Awareness,Mobile,2026-06-17 09:40:36,,,
SESS-101147,USR-204577,Email,Newsletter Vol 12,DESKTOP,2026-03-24 05:35:51,,,
SESS-101148,USR-202955,Paid Social,Spring Promo,Tablet,2026-01-18 19:46:34,,,
SESS-101149,USR-205100,Direct,None,Desktop,2026-04-23 02:50:20,2026-04-23 03:08:20,,
SESS-101150,USR-204123,Organic Search,None,Mobile,2026-05-09 18:56:49,,,
SESS-101151,USR-203648,Email,Newsletter Vol 12,Tablet,2026-04-27 06:26:36,2026-04-27 06:58:36,2026-04-28 21:58:36,2026-05-12 10:58:36
SESS-101152,USR-204720,Direct,None,Tablet,2026-04-13 23:51:10,,,
SESS-101153,USR-204497,Paid Social,Spring Promo,Desktop,2026-04-03 13:49:04,,,
SESS-101154,USR-207837,Paid Search,Spring Promo,Tablet,2026-03-12 22:32:23,,,
SESS-101155,USR-205627,Organic Search,None,MOBILE,31/03/2026 14:27:55,,,
SESS-101156,USR-204408,Paid Social,Retargeting Ads,Mobile,2026-02-23 14:12:13,,,
SESS-101157,USR-204712,Paid Social,Retargeting Ads,Tablet,24/01/2026 20:53:47,24/01/2026 21:24:47,26/01/2026 05:24:47,
SESS-101158,USR-206599,Referral,None,Tablet,2026-03-11 01:50:06,,,
SESS-101159,USR-203170,Referral,None,Mobile,2026-05-05 14:50:35,,,
SESS-101160,USR-207771,Organic Search,None,Desktop,2026-05-11 10:05:21,,,
SESS-101161,USR-206889,Organic Search,None,Desktop,2026-01-31 17:03:05,,,
SESS-101162,USR-201722,Direct,None,MOBILE,2026-05-11 05:04:03,,,
SESS-101163,USR-203882,Direct,None,Tablet,2026-03-04 18:23:33,2026-03-04 18:52:33,,
SESS-101164,USR-204522,Paid Social,Winter Sale,Mobile,12/05/2026 11:14:11,,,
SESS-101165,USR-203147,Referral,None,Tablet,2026-05-28 22:15:37,2026-05-28 22:24:37,2026-05-29 19:24:37,2026-06-06 01:24:37
SESS-101166,USR-200348,Paid Social,Winter Sale,Desktop,2026-04-19 22:37:38,,,
SESS-101167,USR-207746,direct,None,Tablet,2026-02-19 22:45:47,2026-02-19 22:47:47,,
SESS-101168,USR-206687,Email,Newsletter Vol 12,Desktop,2026-05-14 04:38:52,,,
SESS-101169,USR-203324,paid search,Winter Sale,Desktop,2026-04-20 04:31:53,,,
SESS-101170,USR-201871,Email,Newsletter Vol 12,Mobile,2026-02-23 06:23:11,,,
SESS-101171,USR-201225,Referral,None,Desktop,2026-06-08 09:10:08,,,
SESS-101172,USR-204657,Paid Social,Retargeting Ads,Mobile,2026-05-25 07:38:05,,,
SESS-101173,USR-203660,Paid Search,Product Launch,Tablet,2026-01-26 07:38:51,2026-01-26 08:21:51,,
SESS-101174,USR-204360,Paid Search,Product Launch,DESKTOP,2026-03-14 12:19:45,,,
SESS-101175,USR-202676,Referral,None,Tablet,2026-02-12 18:44:27,,,
SESS-101176,USR-202311,Referral,None,Mobile,2026-04-17 19:11:12,,,
SESS-101177,USR-207519,Referral,None,Mobile,2026-02-09 08:52:24,,,
SESS-101178,USR-200758,Organic Search,None,Mobile,2026-03-30 19:39:01,,,
SESS-101179,USR-202789,Paid Social,Winter Sale,Mobile,18/02/2026 08:45:07,,,
SESS-101180,USR-205154,Paid Search,Product Launch,Mobile,2026-01-20 08:29:23,,,
SESS-101181,USR-207241,EMAIL,Newsletter Vol 12,Tablet,2026-06-13 03:35:56,,,
SESS-101182,USR-207049,Paid Social,Product Launch,Desktop,2026-01-06 02:42:38,,,
SESS-101183,USR-201311,Organic Search,None,Mobile,2026-05-30 02:27:04,,,
SESS-101184,USR-207739,Organic Search,None,Tablet,2026-03-31 10:04:23,,,
SESS-101185,USR-202394,Email,Newsletter Vol 12,Tablet,2026-01-09 18:21:19,,,
SESS-101186,USR-200664,Paid Social,Brand Awareness,Mobile,2026-03-18 18:20:00,,,
SESS-101187,USR-201818,Organic Search,None,Desktop,2026-06-24 22:37:37,,,
SESS-101188,USR-203022,Paid Social,Brand Awareness,Desktop,2026-05-31 06:03:31,,,
SESS-101189,USR-203457,Email,Newsletter Vol 12,Desktop,2026-02-18 00:50:23,,,
SESS-101190,USR-200717,Paid Search,,Desktop,17/05/2026 04:53:01,,,
SESS-101191,USR-202606,Email,Newsletter Vol 12,Desktop,2026-03-27 11:21:35,,,
SESS-101192,USR-202193,Organic Search,None,Mobile,2026-03-20 01:52:52,2026-03-20 02:18:52,2026-03-22 03:18:52,
SESS-101193,USR-201920,Paid Search,Brand Awareness,desktop,2026-06-08 05:25:21,,,
SESS-101194,USR-203219,Paid Social,Winter Sale,Tablet,2026-01-04 22:23:14,,,
SESS-101195,USR-201864,Organic Search,None,Mobile,2026-03-30 09:27:46,,,
SESS-101196,USR-202536,Paid Search,Retargeting Ads,Mobile,2026-04-17 12:49:04,,,
SESS-101197,USR-201004,Paid Social,Product Launch,Mobile,2026-03-30 01:25:38,,,
SESS-101198,USR-201760,Organic Search,None,Mobile,02/05/2026 18:10:23,,,
SESS-101199,USR-204963,Email,Newsletter Vol 12,Mobile,2026-04-24 12:07:52,2026-04-24 12:13:52,,
SESS-101200,USR-200828,Paid Social,Brand Awareness,Desktop,2026-03-18 10:39:56,,,
SESS-101201,USR-200399,Email,,Tablet,2026-06-16 02:40:21,2026-06-16 02:53:21,,
SESS-101202,USR-204438,Referral,None,Mobile,2026-04-17 03:15:46,,,
SESS-101203,USR-202006,Direct,None,Desktop,2026-05-14 12:27:35,,,
SESS-101204,USR-201643,Paid Search,Product Launch,Tablet,2026-03-24 23:25:19,2026-03-25 00:07:19,,
SESS-101205,USR-204305,Paid Social,Retargeting Ads,Mobile,2026-01-07 22:14:28,,,
SESS-101206,USR-207404,ORGANIC SEARCH,None,Tablet,2026-03-17 08:22:34,2026-03-17 08:48:34,,
SESS-101207,USR-206203,Paid Social,Product Launch,Tablet,2026-05-20 09:29:03,,,
SESS-101208,USR-200059,Organic Search,None,TABLET,2026-04-18 13:09:07,,,
SESS-101209,USR-205282,Paid Social,Retargeting Ads,Desktop,2026-04-19 04:34:20,,,
SESS-101210,USR-206340,Paid Social,Winter Sale,Desktop,2026-02-13 08:26:09,2026-02-13 08:55:09,2026-02-17 04:55:09,2026-03-03 03:55:09
